VOC,JSC,FF,PCE,Electrolyte,Semiconductor,Active area,Dye loading,Co-adsorbent,Co-sensitizer,Has_Coadsorbent,Has_Cosensitizer
560.0,13.3,0.68,5.03,"0.6 M 1,2-dimethyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile","TiO2 film (5 um,+4um scattering layer )",,170 nmol/cm2,40 mM DCA,-,1,0
600.0,14.2,0.7,6.07,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",TiO2 film (8 um),,-,10 mM DCA,-,1,0
620.0,10.5,0.57,3.73,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",TiO2 film (8 um),,-,10 mM DCA,-,1,0
570.0,13.3,0.56,4.37,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",TiO2 film (8 um),,-,10 mM DCA,-,1,0
640.0,16.1,0.7,7.19,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",TiO2 film (8 um),,-,10 mM DCA,-,1,0
530.0,18.8,0.65,6.5,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M I2 , and 0.1 M N-methylbenzimidazole (NMBI) in 3-methoxypropionitrile (MPN)",TiO2 film (6 um),0.2354,-,-,-,0,0
610.0,16.5,0.76,7.6,"0.6 M DMPImI, 0.1 M LiI, 0.05 M I2 , and 0.1 M TBP",TiO2 film (6 um),0.2354,-,-,-,0,0
610.0,16.5,0.76,7.6,"0.6 M DMPImI, 0.2 M LiI, 0.05 M I2 , and 0.1 M TBP","TiO2 film (7 um,+5 um scattering layer )",0.25,-,30 mM DCA,-,1,0
520.0,16.71,0.67,5.8,"0.1 M LiI, 0.05 M I2 , and 0.6 M DMPImI","TiO2 film (7 um,+5 um scattering layer )",0.25,-,-,-,0,0
580.0,14.89,0.73,6.3,"0.1 M LiI, 0.05 M I2 , 0.6 M DMPImI and 0.1 M TBP","TiO2 film (7 um,+5 um scattering layer )",0.25,-,-,-,0,0
630.0,13.37,0.77,6.5,"0.1 M LiI, 0.05 M I2 , 0.6 M DMPImI and 0.5 M TBP","TiO2 film (7 um,+5 um scattering layer )",0.25,-,-,-,0,0
510.0,14.32,0.73,5.3,"0.1 M LiI, 0.05 M I2 , and 0.6 M DMPImI","TiO2 film (7 um,+5 um scattering layer )",0.25,-,-,-,0,0
530.0,10.93,0.75,4.3,"0.1 M LiI, 0.05 M I2 , 0.6 M DMPImI and 0.1 M TBP","TiO2 film (7 um,+5 um scattering layer )",0.25,-,-,-,0,0
520.0,17.46,0.69,6.3,"0.1 M LiI, 0.05 M I2 , and 0.6 M DMPImI","TiO2 film (7 um,+5 um scattering layer )",0.25,-,-,-,0,0
