Formula,A_ion,B_ion,X_ion,Bandgap,ETL,HTL,Backcontact,Antisolvent,Solvent,Solv_annel,Anneal_temp,Dep_procedure,Synth_atm,Cell_area,Is_module,Voc,Jsc,FF,PCE,entry_id
MAPbI3,MA,Pb,I,1.63,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMSO >> IPA,False,Unknown >> 100.0,Spin-coating >> CBD,N2 >> N2,0.1,False,1.078,19.9,0.6829999999999999,15.69,YzrWpZ3l6bHLZ6kvlbg1oMw5jjG5
MAPbI3,MA,Pb,I,1.5,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,90.0 >> 90.0,Spin-coating >> CBD,Unknown,0.07,False,0.96,19.63,0.672,12.66,Z--AwNWMT1RYw1UDcu1cGpX4LQMF
MAPbI3,MA,Pb,I,1.6,TiO2-c,MWCNTs; Spiro-MeOTAD,Au,Toluene,DMSO; GBL,False,100,Spin-coating,N2,0.165,False,0.98,21.75,0.6629999999999999,14.0,Z-FJ_AwQiaWuHNxNe6uKwL4qEc2P
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Ag,Ethyl ether,DMF; DMSO,False,Unknown,Spin-coating,Dry air,0.07,False,,,,,Z-Ik7l6hzouvYW7FZRC_Tv3LspAp
MAPbI3,MA,Pb,I,1.55,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Unknown,GBL,False,100.0,Spin-coating,Unknown,0.1,False,0.89,17.69,0.555,8.73,Z-S_GzwYm5B7Jrb7BmMKFE2RPpK6
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,100.0,Spin-coating,N2,0.16,False,1.015,17.6,0.65,12.6,Z-b6el3tCi38rmWrbME07eVuFerj
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Ag,Diethyl ether,DMF; DMSO,False,65; 100,Spin-coating,N2,0.12,False,0.88,14.4,0.662,8.4,Z-eU1-lmMggJityiGYBxPK_psLCm
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Ag,Unknown,DMF,False,100.0,Spin-coating,Air,0.1,False,0.9,22.94,0.52,10.3,Z-kG-62t0VmsKBGNIcBCoQu8If9Q
CsPbBrI2,Cs,Pb,Br; I,,TiO2-c | TiO2-mp,Bi2Te3 | Spiro-MeOTAD,Ag,Unknown,DMF; DMSO,False,150.0,Spin-coating,N2,0.1,False,1.03,11.84,0.72,8.78,Z-l_myWHwurhbLAJiJz6B2kvFmNn
Cs0.05FA0.81MA0.14PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,none,Carbon-nt,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,N2,0.067,False,0.84,22.16,0.623,11.7,Z-sy1jcPr1ZO-R_YuRqY4LYe6-IZ
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Diethyl ether,DMF; DMSO,False,65; 100,Spin-coating,Unknown,0.11,False,1.09,22.5,0.75,18.4,Z07Er9KTKB9P4E7zFZrsFD47KSFf
MAPbI3,MA,Pb,I,1.55,PCBM-60,NiO | PS,Ag,Chlorobenzene,DMSO; GBL,False,100,Spin-coating,N2,0.25,False,1.149,22.51,0.773,19.9,Z0FRoFr0Hfkkh_RXkqbyk-bP8V08
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Ag,Chlorobenzene,DMF; DMSO,False,95.0,Spin-coating,Unknown,0.09,False,1.06,20.09,0.76,16.18,Z0IL5V7Tr6l85qsdyzSzJFgWS4W7
MAPbI3,MA,Pb,I,1.6,PCBM-60 | C60 | BCP,P3CT-Na | PASP,Ag,Chlorobenzene,DMF; DMSO,False,75; 90,Spin-coating,N2,0.04,False,1.06,22.53,0.813,19.42,Z0Ilc1ZJipZUWajW4mf7Z_023X4E
MAPbI3,MA,Pb,I,1.6,ZnO-c | ZnO-nw | Al2O3-c,Spiro-MeOTAD,Ag,Unknown,DMF; DMSO >> IPA,True,Unknown >> 100.0,Spin-coating >> CBD,Unknown,0.09,False,,,,13.1,Z0JJ8a5tpyClUHs9VL8VeXUjpAjZ
MAPbI3,MA,Pb,I,1.6,PS | C60 | BCP,PEDOT:PSS,Ag,Unknown,DMF,False,100.0,Spin-coating,N2,0.1,False,0.862,21.93,0.797,15.07,Z0f8U9Ho8EwYRUA_-eehxaWi5Xci
MAPbI3,MA,Pb,I,1.55,TiO2-c | Al2O3-mp,Spiro-MeOTAD,Ag,Unknown,DMF,False,100,Spin-coating,Air,0.09,False,0.9,16.6,0.48,7.4,Z0kb-2kprDywBHeK_W3NOnFH2IC9
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 80.0,Spin-coating >> Spin-coating,Dry air >> Dry air,0.1,False,0.95,22.92,0.72,15.61,Z0lj_MgoD37Qvb-fuoIeO-0d1WYx
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Ag,Unknown,DMF >> IPA,False,Unknown >> 90.0 >> 90.0,Spin-coating >> Condensation >> CBD,N2 >> Chlorobenzene; N2 >> N2,0.1,False,1.01,16.4,0.634,10.3,Z0oZ37UewFGHgvlql3ObilGCS0Z8
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,PEDOT:PSS,Ag,Unknown,DMF,False,95.0,Spin-coating,Air,0.09,False,1.05,21.0,0.757,16.7,Z0tbwxzYG2QuktYQbOst2cRbK2X-
MAPbI3,MA,Pb,I,1.59,PCBM-70,PEDOT:PSS,Al,Unknown,DMF >> none,False,70.0 >> 150.0,Spin-coating >> Gas reaction,Air >> MAI; Vacuum,0.06,False,0.944,19.29,0.466,8.5,Z0vAYJjsnKAQ3gvEVU8NnotVSidR
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c,Spiro-MeOTAD,Au,Ethyl acetate,DMF; DMSO,False,105.0,Spin-coating,Unknown,0.125,False,1.13,22.7,0.75,18.75,Z19F0CDHP8AYcc6KxUAiPOqSfaEZ
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Ag,Unknown,DMF,False,100.0,Spin-coating,N2,0.09,False,0.98,20.27,0.74,14.77,Z1__d0_YAT1dFDopvUpMW2lvL0TB
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF,False,100.0,Spin-coating,N2,0.04,False,0.91,23.5,0.67,14.5,Z1h8s_Ao4nP_Uwlvs8tyZVOTxHt-
MAPbI3,MA,Pb,I,1.59,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.08,22.6,0.7609999999999999,18.51,Z1iE-HRBxAL2kXlDQj__ojp_uOO7
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown,Spin-coating >> Spin-coating,Unknown,0.15,False,1.05,16.08,0.64,10.81,Z1tfSNsaf5ji0cUEbs56z4krlAHX
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,TPA-AZO,Au,Unknown,DMF; DMSO,False,70,Spin-coating >> Spin-coating,Unknown,0.096,False,1.12,20.67,0.76,17.59,Z1uaxXwdV8eu1fAAHzuYx15uGaNh
MAPbI3,MA,Pb,I,,SnO2-np,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,100,Spin-coating,Unknown,,False,0.8,0.074,0.46,17.5,Z26SUO7NasiKSp8IxDn6IWQo12va
BA2MA3Pb4I13,BA; MA,Pb,I,1.64,PCBM-60,NiO-c,Ag,Unknown,DMF; DMSO,False,100.0,Spin-coating,N2,0.05,False,1.11,16.22,0.643,11.55,Z26bGXZ5Lwaoh1i31MGTJ_OhqjJN
MAPbI3,MA,Pb,I,1.6,C60 | Bphen,PEDOT:PSS,Ag,Chlorobenzene,DMF,False,100,Spin-coating,N2,0.12,False,0.96,15.72,0.66,9.96,Z26pdgJ9pE0P3s9T-VPV1YZafJYH
FA0.3MA0.7PbI3,FA; MA,Pb,I,,SnO2-c | C60,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,65; 100,Spin-coating,N2,0.08,False,1.0759999999999998,22.23,0.7509999999999999,17.96,Z2BEAFNeIvB7FTUrJXXm_HM5JtcL
MAPbI3,MA,Pb,I,1.6,N2200 | PCBM-60,PEDOT:PSS,Ag,2-Butanol,DMF; DMSO,False,105.0,Spin-coating,Unknown,0.04,False,,,,15.1,Z2BL06QICoGhgkVsm7QYd8xrlBRu
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Toluene,DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.01,18.8,0.746,14.2,Z2EixhiXedvKob5DhE1vh14Lmym0
MAPbI3,MA,Pb,I,1.6,PCBM-60 | Rhodamine 101,PEDOT:PSS,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,N2,0.11,False,0.9,17.86,0.74,11.9,Z2MFIuhm5US3DdDe7ajyja0cVfqv
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,Unknown,False,Unknown,Spin-coating,Unknown,2.7,True,,,,,Z2ae9U3BGZPARRoWy20TerTU8Dd6
MAPbI3,MA,Pb,I,1.6,ZnO-c,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,70 >> 70,Spin-coating >> CBD,Unknown,0.175,False,1.06,12.3,0.625,8.2,Z2cFDyt4hP5beb1xFMLNPdccGrxx
MAPbI3,MA,Pb,I,1.5,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Diethyl ether,GBL,False,120.0,Single crystal growth,N2,0.01,False,0.649,22.283,0.59,8.78,Z2d5NrtWdAbhWzOUVfedNRdzBg8I
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,"H-2,3",Au,Chlorobenzene,DMF; DMSO,False,70.0,Spin-coating,N2,0.1,False,1.03,20.23,0.73,15.13,Z2yrq9UJIiHvUmpdTpx4EfFwEbZ3
Cs0.05FA0.8075MA0.1425PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,,PCBM-60 | BCP,CL1-2,Ag,Toluene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.1,22.6,0.8,18.7,Z2zCypYK6VhYIXjVeYfettPnLobw
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Gas,DMF,False,Unknown,Spin-coating,Unknown,0.1,False,0.86,22.0,0.59,12.3,Z34Ci-JxswuxEzz0nVX5xHDbf4VW
MAPbI3,MA,Pb,I,1.6,PCBM-60 | MUTAB,PEDOT:PSS,Ag,Unknown,DMF >> IPA,False,70.0 >> 100.0,Spin-coating >> Spin-coating,Unknown,0.12,False,1.0,15.87,0.6990000000000001,11.04,Z3Hq5JnXpMdncOXMKX-43S3n_uyB
MAPbI3,MA,Pb,I,1.6,TiO2-c,none,Carbon,Diethyl ether,DMF; DMSO,False,100,Spin-coating,Air,0.1,False,1.02,21.4,0.68,14.8,Z3JHtdfsRvQmRqbihfV1SMBL2tlm
MAPbI3,MA,Pb,I,1.6,TiO2-c,CGS,Au,Chlorobenzene,DMF; DMSO,False,60; 100,Spin-coating,Unknown,0.12,False,0.99,20.06,0.602,11.08,Z3gCwgS4V3cAnwR_eBbTR1Ctx6TY
Cs0.1FA0.9PbI,Cs; FA,Pb,I,1.54,TiO2-c | SnO2-np,Spiro-MeOTAD,Au,Unknown,Unknown,True,Unknown,Doctor blading,Unknown,14.0,True,1.108,2.36,0.788,20.61,Z3i6isSYPpkEJE_YZyzZ3h1OQMq5
Cs0.05FA0.81MA0.14PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,1.585,SnO2-np,Spiro-MeOTAD,Au,Air,DMF; DMSO,False,Unknown,Spin-coating,N2,0.09,False,1.03,22.9,0.78,18.4,Z3nOknQ5X8a2Dhf5EF1tWGR1sLAH
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 95.0,Spin-coating >> Spin-coating,Unknown >> Air,0.08,False,0.968,18.15,0.66,11.61,Z3q1Oo8sIfp6syli4bHRUlmvZPHN
MAPbI3,MA,Pb,I,1.65,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 80.0,Spin-coating >> Spin-coating,Unknown,0.16,False,1.002,21.2,0.72,15.3,Z3tCkjs2UegnbfgAW0JNsDLh5CYH
Cs0.17FA0.83PbBr0.75I2.25,Cs; FA,Pb,Br; I,,TiO2-c | PCBM-60,V997,Au,Air,DMF,False,25; 70,Spin-coating,Air,0.1,False,1.05,20.56,0.75,16.54,Z40kgx9JsDcho3Sk2axwTwephnKm
MAPbI3,MA,Pb,I,1.6,PCBM-60 | CeOx-np,NiMgLiO,Ag,Diethyl ether,DMF; DMSO,False,Unknown,Spin-coating,Unknown,0.09,False,1.115,21.82,0.768,18.4,Z447Amuxnn5IhN3L5TS2-hfC6z9F
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,PEDOT:PSS,Ag,Unknown,none >> IPA >> IPA,False,50.0 >> 50.0 >> Unknown,Evaporation >> CBD >> CBD,Vacuum >> N2 >> N2,0.09,False,1.03,16.65,0.65,11.2,Z4A4f7t6AJub0TmXEinHNSO8tHkd
MAPbI3,MA,Pb,I,1.55,TiO2-c,P3HT,Au,Unknown,DMF,False,100.0,Spin-coating,Unknown,0.07,False,0.7,19.06,0.561,7.81,Z4GarkUcRblC8X2FDiEG6w4N0Hc0
Cs0.1FA0.7MA0.2PbBr0.5I2.5,Cs; FA; MA,Pb,Br; I,,PCBM-60 | Bphen,PEDOT:PSS,Al,Toluene,DMF,False,Unknown,Spin-coating,N2,0.04,False,1.0,15.8,0.6679999999999999,10.55,Z4J8_0IxCuV3M0xRtVsIPmsmhxKl
MAPbI3,MA,Pb,I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF; DMSO,False,90,Spin-coating,Unknown,0.5,False,1.12,23.55,0.8009999999999999,21.1,Z4MMB6D6ouvEycoGzNA5TR5kbJ7U
FAPbI3,FA,Pb,I,1.48,SnO2-np,Spiro-MeOTAD,Ag,Unknown,Octane >> Ethyl acetate,False,Unknown,Spin-coating >> Spin-coating,Unknown,0.1,False,1.03,14.3,0.7090000000000001,10.4,Z4a6NbfJ-BfkQEAobGGsUTqDZZTZ
MAPbI3,MA,Pb,I,1.6,TiO2-c | PCBM-60,Spiro-MeOTAD,Ag,Unknown,DMSO; GBL,False,100.0,Spin-coating,N2,0.125,False,1.1,20.96,0.647,15.0,Z4dB3YgWh5PBKrVBL3Fg-OZ5eJYl
MAPbI3,MA,Pb,I,1.59,PCBM-60 | C70,PEDOT:PSS,Al,Unknown,DMF,False,80,Spin-coating,N2,0.106,False,0.95,21.59,0.76,15.6,Z4e-zPgorzZSlXbU-D4mWt6JEGfc
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Al,Unknown,none,False,150.0,Closed space sublimation,Vacuum,0.04,False,0.91,18.5,0.711,12.0,Z4jZ1FJbjmfXzHIc8heedtHCQdjm
MAPbI3,MA,Pb,I,1.6,TiO2-c,ZnPc | Spiro-MeOTAD,Au,Unknown,none >> IPA,False,Unknown >> 100.0,Evaporation >> CBD,Vacuum >> Unknown,0.1,False,1.07,22.5,0.7,16.5,Z4xqDMHj2kFfG3l-RY2qfTTlv09P
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMSO,False,100.0,Spin-coating,Unknown,1.0,False,1.03,22.1,0.69,15.77,Z5GE4jS2jeJ55dDOsmBgoa63QNbV
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,Ar,0.126,False,1.105,23.5,0.748,18.3,Z5H7Cu8SQt_J1ZdAwlsb3JRHs2UJ
MAPbI3,MA,Pb,I,1.61,Choline chloride | C60 | BCP,NiO-np,Ag,Toluene,DMF; DMSO,False,90.0,Spin-coating,N2,0.04,False,1.062,22.0,0.78,18.2,Z5TwovkP7Mw73YZYA0TaKvPbbE1s
Cs0.05FA0.79MA0.16PbBr0.48I2.52,Cs; FA; MA,Pb,Br; I,,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.06,20.3,0.625,13.5,Z5WlyUPT8D127_rG4tfYj_3MLYrC
Cs0.05FA0.79MA0.16PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,1.57,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,120,Spin-coating,Dry air,0.09,False,1.12,24.7,0.78,21.5,Z5fRx38kB2Xg0DUCjb2l9OoEM0cI
MAPbI3,MA,Pb,I,1.53,PCBM-60 | BCP,Graphene oxide,Ag,Chlorobenzene,DMF,True,100,Spin-coating,Unknown,0.0225,False,0.919,18.9,0.77,13.4,Z5nbqdg71hRd3C34pHrUPOxcsmOU
MAPbI3,MA,Pb,I,1.6,TiO2-c | WO3,Spiro-MeOTAD,Ag,Unknown,DMF >> IPA,False,Unknown >> 150.0,Spin-coating >> Spin-coating,Unknown,0.078,False,1.07,23.63,0.752,19.1,Z5uIf-ZnJGK0b9glmk6nrHGUqsTa
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c,Spiro-MeOTAD,Au,Toluene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.12,22.17,0.708,17.58,Z5vdK6fUJT-I1H8OUbsFqnPHuXGD
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF,False,100.0,Spin-coating,Unknown,0.135,False,0.94,21.15,0.644,12.8,Z6-qLUUNP52GkntQj8bh9Beu9rU7
CsPbBrI,Cs,Pb,Br; I,1.77,SnO2-np | LiF,Spiro-MeOTAD,Au,Unknown,DMF; DMSO,False,170.0,Spin-coating,N2,0.0737,False,1.23,18.32,0.818,18.22,Z6DNmGLE8dnCyGvdzq1fd0g_xQ4i
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,PTAA,Au,Chlorobenzene,DMSO,False,100.0,Spin-coating,Unknown,0.16,False,1.06,21.95,0.7509999999999999,17.45,Z6GOdenuh7gtLvmm2fpBoinRBLLJ
MAPbBr0.43I2.57,MA,Pb,Br; I,,PCBM-60,PEDOT:PSS,Ca | Al,Unknown,DMF,False,100.0,Spin-coating,N2,0.1,False,0.89,15.4,0.66,9.05,Z6Hnm1se9GO4clSnJSf_1sK2ej6v
MAPbI3,MA,Pb,I,1.6,C60 | BCP,PEDOT:PSS,Au,Toluene,DMF; GBL,False,60; 100,Spin-coating,N2,0.16,False,1.02,20.51,0.71,15.15,Z6R21oUsWezdmVj93EOIWVn40X6M
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Ag,Unknown,DMF >> Unknown,False,120.0 >> 85.0,Spin-coating >> Gas reaction,Unknown >> MAI; Vacuum,0.1,False,1.03,19.29,0.701,13.91,Z6cF2s5uYyOhvs1GQwTfVeZYO7Ww
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,PTAA,Au,Chlorobenzene,DMSO,False,100.0,Spin-coating,Dry air,0.12,False,0.021,1.0,0.74,15.27,Z6fG8Bt88n9ncTE-2sSLA38NDUAz
MAPbBr3,MA,Pb,Br,,TiO2-c,Spiro-MeOTAD,Au,Diphenyl ether,DMF; DMSO,False,100.0,Spin-coating,N2,0.09,False,1.38,7.69,0.76,8.02,Z6jFIU9jGYs5Q5NubngjwmMqvctR
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,PEDOT:PSS,Ag,N2,DMF; DMSO,False,100.0,Spin-coating,Air,0.1,False,0.82,19.7,0.72,11.6,Z6wmY6b-XGIhtwD7GqzvNXjzPlxd
MAPbI3,MA,Pb,I,1.53,PCBM-60 | BCP,Graphene oxide | Carbon-np,Ag,Chlorobenzene,DMF,True,100,Spin-coating,Unknown,0.0225,False,0.942,20.1,0.76,14.3,Z7AbeoJoW6mAsYw7gFHrgDAy8coL
MAPbI3,MA,Pb,I,1.6,TiO2-c | C60,PDTSTTz-4,MoO3 | Ag,Unknown,DMF,False,105.0,Spin-coating,N2,0.04,False,0.97,22.39,0.726,15.83,Z7p_Bi-C-3LQh9yolvvJ2JsVsVk3
MAPbI3,MA,Pb,I,1.6,PCBM-60 | LiF,PEDOT:PSS,Al,Chlorobenzene,DMF; DMSO,False,90.0,Spin-coating,N2,0.1,False,0.85,24.41,0.65,13.46,Z8Gsb0EANxjNbhJhFr9GTL_tdl--
MAPbI3,MA,Pb,I,1.6,TiO2-np,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.01,False,1.08,21.05,0.72,16.37,Z8H9UuJWJBDramOMs4OqZf-mrEMJ
MAPbI3,MA,Pb,I,1.6,C60 | PN4N,NiO-c | DEA,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,N2,0.04,False,1.13,12.8,0.76,11.0,Z8OHr2yNL-qwE2aZPpXM9LUWiCHH
Cs0.1FA0.75MA0.15PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.18,False,1.1,22.08,0.71,17.58,Z8Pdw_m4o-0YZLRh9F0On12S3FjA
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,M104,Ag,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.14,False,,,,15.85,Z8fAYd6QlLfYO80IVPW6vLy84tML
MAPbI3,MA,Pb,I,1.6,PCBM-60 | C60 | BCP,PEDOT:PSS,Al,Unknown,DMSO >> IPA,False,Unknown >> 100.0,Spin-coating >> Spray-coating,N2 >> N2,0.1,False,0.87,16.45,0.557,7.62,Z8ikoVV92LRtwA3_QNllfc-EJdi4
MAPbI3,MA,Pb,I,1.596,PCBM-60,NiO-c,Ag,Unknown,DMF >> none,False,90.0 >> 110.0,Spin-coating >> Gas reaction,Unknown >> MAI; Vacuum,0.07,False,1.028,16.46,0.51,8.69,Z8trtumsK89p-BPQ6k3MryRmbkMq
CsPbBrI2,Cs,Pb,Br; I,,SnO2-c | NaOH,none,Carbon,Chlorobenzene,DMSO,False,50; 150,Spin-coating,N2,0.09,False,1.16,13.88,0.662,10.72,Z9C6O1EJ5OtRtxjcTaPxsWWDSVJH
CsPbBrI2,Cs,Pb,Br; I,1.92,TiO2-c | TiO2-mp,P3HT,Au,Unknown,DMSO,False,160.0,Spin-coating,Air,0.096,False,1.16,13.94,0.655,10.59,Z9CFXPTrP2xgRfb35rZwge-c4J5d
Cs0.1FA0.9PbBr0.095I0.905,Cs; FA,Pb,Br; I,1.56,TiO2-np,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,70.0 >> 135.0,Spin-coating >> Spin-coating,Air >> N2 >> Air,0.102,False,1.115,21.56,0.7609999999999999,18.29,Z9FYZRyVx54BmIISi6sTDwRNiFVm
Cs0.1FA0.75MA0.15PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.06,False,1.09,22.04,0.8,19.22,Z9aYUnaLwMEdmzySRuMSoJIwUUGb
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,C5PcH2 | MoOx,Au,Toluene,DMSO,False,120.0,Spin-coating,N2,0.1243,False,0.98,19.1,0.51,9.6,Z9fw_DvWBdw9r3qRM3UKEyvkG1mo
MAPbI3,MA,Pb,I,1.6,C60 | PN4N,NiO-c | DEA,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,N2,0.04,False,1.13,14.7,0.76,12.6,Z9pR2Z6QD7Z9w2784IfnYYHqpLBx
MAPbI3,MA,Pb,I,1.6,PbS | PCBM-60,NiO-c,Al,Unknown,DMF >> IPA,False,Unknown >> 100,Spin-coating >> Spin-coating,N2 >> N2,0.1,False,0.9,18.9,0.53,8.8,Z9sqb0F6otIU8Ad2Br_WlO5A1OWM
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Ni | Au,Toluene,DMF; DMSO,False,65; 100,Spin-coating,N2,0.11,False,0.82,16.78,0.55,7.34,Z9vXxGhoucfWYcfig25pOA9z5frN
Cs0.1FA0.83MA0.17PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,N2,0.15,False,1.0,16.6,0.75,12.4,Z9xjF1SbFWGh2EkCJ9PYa577_Umx
MAPbI3,MA,Pb,I,1.6,PCBM-60,NiO-c,Au,Unknown,DMF,False,Unknown,Spin-coating,N2,0.07,False,1.04,24.02,0.56,14.11,Z9zGuw-wcJ7C_vkSU7cBqbjZzfJf
FA0.1MA0.9PbI3,FA; MA,Pb,I,,TiO2-c | TiO2-mp,TT1,Au,Chlorobenzene,DMSO,False,100.0,Spin-coating,N2,0.16,False,0.99,18.2,0.428,7.74,ZA1PRYUhBpqJymjdwyDwhrHWSKeN
MAPbI3,MA,Pb,I,,PCBM-60 | Bphen,GeO2,Ag,Unknown,DMF,False,Unknown,Spin-coating,Unknown,0.0725,False,0.88,18.63,0.55,8.95,ZA6aik1OASsHwbQe3giCan02rQp2
MAPbI3,MA,Pb,I,1.6,SnO2-np,Spiro-MeOTAD,Au,Ethyl acetate,DMSO,False,130.0,Spin-coating,Unknown,0.121,False,0.107,19.2,0.75,17.7,ZAESF6UNCqWyBNNJPPkny-EfLVv5
BA2Cs0.2FA0.6MA3.2Pb5I16,BA; Cs; FA; MA,Pb,I,,C60 | BCP,PTAA,Ag,Unknown,DMF; DMSO,False,100,Spin-coating,N2,0.04,False,1.12,21.38,0.753,18.04,ZAIQY0OiLC2Dp_KR_aUnrvLc35JJ
MAPbBr3,MA,Pb,Br,,PCBM-60,NiO-c,Ag,Diethyl ether,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.053,20.1,0.68,14.49,ZAY3-W0ABvVNyyl9S3yK6OhzPO55
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-nanofibers,Spiro-MeOTAD,Au,Chlorobenzene,DMSO,False,95.0,Spin-coating,Unknown,0.081,False,0.91,19.16,0.59,10.16,ZAogI2u3dnEGIllLUE3i7yzbEYyk
MAPbI3,MA,Pb,I,1.6,PCBM-60,NiO-c | PTZ-1,Ag,Chlorobenzene,DMF; DMSO,False,60; 100,Spin-coating,N2,0.09,False,1.018,20.5,0.7490000000000001,15.86,ZB4uRMcf469HJen99USmjcNu31SS
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Ag,Unknown,DMF,False,100.0,Spin-coating,N2,0.05725,False,0.85,18.41,0.64,9.22,ZB70ci_LH56gf_sbGHBIYfaFBX_X
